index,name,duration,is_loop,is_best,playlist,playlist_2,playlist_3,id,thumbnail_url
30,"Super Luigi",240409,True,False,"Luigi|Papery Peers","","","b81ea007-18ba-4c94-8353-9b39a7383405","https://image-assets.m.nintendo.com/13ada4d8-c7da-4e2a-8475-10773481eddd"
31,"Event Battle 1",190061,True,True,"Battles|Goombella","","Nintendo Music Top Tracks","0e353066-00b6-4e83-878b-ea904ffb4c67","https://image-assets.m.nintendo.com/1cad2073-f6d0-4013-a9af-2c764cd688b3"
32,"Event Battle 1 (Think)",190059,True,False,"Battles|Goombella","","","b12ced6d-6d8d-41c4-b149-ab763f418020","https://image-assets.m.nintendo.com/495bf7b4-926d-4875-ab8d-eaa40343150e"
33,"Event Battle 1 - Victory Fanfare",4845,False,False,"Battles","Victory!","","09e1d64c-0809-4235-839d-710ee72577eb","https://image-assets.m.nintendo.com/0df18e67-0e07-42a2-bc59-714e52d35e24"
34,"Event Battle 2",220052,True,True,"Battles|X-Nauts","","Nintendo Music Top Tracks","ef980a02-6524-4bb4-a76a-f73b4cce3a3c","https://image-assets.m.nintendo.com/2ef3ccd8-aa65-451c-b06e-abbb75fb29cb"
35,"Event Battle 2 (Think)",220520,True,False,"Battles|X-Nauts","","","3065b08b-b327-41d8-b255-bcfff154243f","https://image-assets.m.nintendo.com/38d75c83-f874-4bd5-ac4c-2900d02f69e5"
36,"Event Battle 2 - Victory Fanfare",5383,False,False,"Battles","Victory!","","d09cbe9f-67dd-4980-b3d1-423497e56215","https://image-assets.m.nintendo.com/4b6d0daf-a3cd-4502-af79-be861174d9fc"
37,"Master of Action Commands",153286,True,False,"Battles|Papery Peers","Walking","","482ec2eb-2e9f-478c-a6b4-5f42b645157b","https://image-assets.m.nintendo.com/51b7a89a-b60c-4b0f-b826-959d5b256ea9"
38,"The Thousand-Year Door",310142,True,True,"Paper World","","Nintendo Music Top Tracks","504f91eb-cc74-49c0-bdb3-5f4a1f07368f","https://image-assets.m.nintendo.com/854c8922-45fd-421a-9c19-1538d3a3c1ee"
39,"Chapter Start!",68998,True,True,"","","Nintendo Music Top Tracks","2575909a-40f0-4638-9851-303668bc57b7","https://image-assets.m.nintendo.com/63bb901b-434d-4aab-aab8-e017c17aca2e"
40,"Petal Meadows",235583,True,True,"Paper World","","Nintendo Music Top Tracks","67353c33-6f29-4833-b709-6ccd42ed4477","https://image-assets.m.nintendo.com/248e92fc-135c-4dd7-a956-f1d6009709ec"
41,"Searching Petal Meadows",236139,True,False,"Paper World","","","ce572659-d09b-4b0c-b38c-7be0f574f58b","https://image-assets.m.nintendo.com/ee709e84-271e-4802-a7da-8652ead50e35"
